sarga,shloka#,Shloka
14,25,त्रिभुवनवरतेजोव्यक्तवेदार्थशुक्लत्रितयरसतया ये वर्णिता वर्णवर्याः ।<BR> पृथुमतिरथ तेषामैक्यमापाद्य सम्यक् प्रवचनपरिशुद्ध््यै् स्म प्रणौति प्रवीणः ॥ २३ ॥
14,26,स्वरमचरमकाले मन्द्रमेवात्यजद्भिः स्फुटमुपनिषदन्ते वाचकैर्वाच्यमाने ।<BR> प्रवचनमतिचित्रं प्राणभाजां श्रुतीनां अमृतममृतभावस्यैष हेतुं चकार ॥ २४ ॥
14,27,धनमिव सधनायेभ्योऽर्कसूनुः प्रसन्नः शरशतमिव पार्थः संयुगार्थिभ्य उग्रः ।<BR> अरतिविरहितः सोऽनारतं नोऽदिशन्नो प्रतिवचनमदीनं चोदकेभ्योऽखिलेभ्यः ॥ २५ ॥
14,28,अथ दशशतशोचिष्याप्रयाति प्रतीच्याः प्रवचनमवसाय्य स्नातुमायात् तटाकम् ।<BR> पृथुमतिरिह तावच्छ्रेष्ठसंसर्गलोलैः समगमि सपदि स्वर्निम्नगाद्यैः सुतीर्थैः ॥२६॥
14,29,घनरसनिकरोऽसावन्तरत्यन्तशुद्धो मुनिगण इव भूयः स्नेहवान् प्राग्दधानः ।<BR> प्रतिकृतिमखिलज्ञस्यापरोक्ष्येण तावत् स्फुटमलभत रूपं मज्जने सज्जनेष्टम् ॥ २७ ॥
14,30,अपरिमितमनीषस्योल्लसच्छङ्खबाहो रथचरणिशिलानां तन्वतोऽत्राभिषेकम् ।<BR> प्रतितनव उदारास्तास्वलं सन्निधातुस्तनव इव विरेजुः पाञ्चजन्यप्रियस्य ॥ २८ ॥
14,31,अभिदधति मुनीन्द्रा द्वादशाब्दोपवासप्रतिमफलमलं यत्सेवनं भक्तियुक्तम् ।<BR> अधिकममरनद्याद्याप्लवाद्धन्यमान्यादपिबदलवबोधो विष्णुपादोदकं तत् ॥ २९ ॥
14,32,तरणिभिरिव गौरैरूर्ध्वपुण्डर्ै्रर्द्विषड्भिः सदरपरमचक्रोदीर्णतेजा हरीष्टः ।<BR> मुररिपुविमुखानां दुःसहो देहभाजां लयसमय इवान्यो मान्यधीराबभासे ॥ ३० ॥
14,33,समधिकधिषणस्य प्रेक्षमाणो जनौघः प्रकृतिमधुरमास्यव्याजपूर्णेन्दुबिम्बम् ।<BR> अमुचदपसरेति श्रावकोक्तेः पुराऽस्मिन् प्रचलति पदवीं तां प्राञ्जलिस्तूर्णमारात् ॥३१॥
14,34,गुरुचरणसरोजद्वन्द्वनिर्णेजनाम्भो दधति जननिकाये सर्वमुर्वीगतं च ।
14,35,अवनिरनभिनन्दिन्यप्यदश्चक्षमेऽसौ कथमपि कथमेव स्यात्क्षमाख्याऽन्यथाऽस्याः ॥ ३२ ॥
14,36,अविदितरसभेदं शीतलं लघ्वगन्धं विमलममलपाणिः पाणिजैरप्रविष्टम् ।<BR> वदनपवनभीत्या पार्श्वतो बिभ्रदग्रयं कमथ करकपूर्णं संयमीहानिनाय ॥ ३३ ॥
14,37,विहसितबिसभङ्गश्रीप्रकर्षं सितिम्ना जलजममृतपूरैः पूरयामास रम्यम् ।<BR> समयगुणविशेषालोचकैर्लालनीयः ससुरभिसुमनोभिः स स्फुटं गौरपक्षः ॥ ३४ ॥
14,38,विमलमलयजाम्भोबिन्दुभिश्चर्चितार्चो नवललिततुलस्या पुष्पराज्याऽऽर्चयत्सः ।<BR> स्थलजजलजवल्लीवृक्षवीरुत्समस्तप्रसवविजयलक्ष्म्या मूर्तयेवेन्दिरेशम् ॥ ३५ ॥
14,39,स दददधिकबोधः षोडशात्रोपचारान् व्यरहयदगुणान् द्वात्रिंशदागःपुरोगान् ।<BR> अगणितगुणमुच्चैस्तोषयन् शार्ङ्गपाणिं षडपि परमभक्त्याऽनूपचारान् दिदेश ॥ ३६ ॥
14,40,तमरुणमणिवर्णं दिव्यदेहाख्यगेहे स्नपितमतिपृथुश्रद्धानदीचित्तवार्भिः ।<BR> ननु स यजति नित्यं हृत्सरोजासनस्थं न तु सकृदिति पुष्पैरष्टभिर्भावपुष्पैः ॥ ३७ ॥
14,41,कृतपरमसपर्यः सान्द्रसच्चन्दनाम्भःपरिमलितभुजोरोमण्डलांसो मनीषी ।<BR> स्मितरुचिरमुखेन्दुः स्निग्धकौशेयवासाः स सुरमुनिनराणां चक्षुषामुत्सवोऽभूत् ॥३८॥
14,42,परमथ परमान्नं प्राप्तमेवाप्रयासं प्रभुरिह बुभुजेऽसौ वेदवादप्रवीणः ।<BR> अजितपरमभक्तः सन्ततं मन्यमानः सकलजगदधीशः प्रीयतां शौरिरित्थम् ॥ ३९ ॥
14,43,सहचरपरिक्लृप्ते सूक्ष्मवस्त्रावृतेऽसाववितनुरुहरूपौशीरवर्ये निषण्णः ।<BR> अरमयदिह नानाहृद्यविद्याविलासैः कविजनपरिवारं मण्डयन् मण्डपाग्रयम् ॥ ४० ॥
14,44,अवसरमधिगम्य भ्रूविजृम्भादभीष्टो मुखसततगलक्षीभूतपाणिप्रवालः ।
14,45,स्मितनयनविकासैस्तस्य विज्ञातभावः श्रवसि किमपि कार्यं मन्त्रयामास मङ्क्षु ॥४१॥
14,46,प्रणतिपरमकृत्याः सन्मतेर्ये जनौघा विबभुरनतिदूरे संहतास्तानतीत्य ।<BR> अहमहमिकयाऽऽशु प्राप्य पार्श्वं प्रणेमुः बहव इह गृहस्थाः पूर्वसेवां विधातुम् ॥ ४२ ॥
14,47,विविधजनपदस्थाः प्राक् श्रुतेभ्यो गुणेभ्यः शतगुणगुणमेनं विस्मिता वीक्षमाणाः ।<BR> मुकुलितकरपद्मा आस्यतामित्यवाप्ताः प्रचुरतरहृदा सम्भावयाञ्चक्रिरेऽन्ये ॥ ४३ ॥
14,48,अलमलमनुवादेनानुवाच्येत पश्चान्ननु गुरव इदानीमुद्यता हि प्रवक्तुम् ।<BR> न मननमधुना द्रागाव्रजेत्याह्वयत्तान् श्रुतपरिचयसक्ताञ्छ्रावकाञ्छ्रावकाग्रयः ॥ ४४ ॥
14,49,अधिकधिषणमेनं व्याख्यया शोभमानं हरिमिव कविवर्यं सत्यवत्यास्तनूजम् ।
14,50,सततमनिमिषं सन्दृश्य सानन्दचित्ताः समयमपि गतं संविन्दते न स्म लोकाः ॥ ४५ ॥
14,51,उदयमित इवास्तं यंश्च भानुर्बभासे स्फुटमकलुषरूपो दर्शनीयोऽनुरागी ।<BR> शुचिहरिपदमापत्सम्पदोराश्रितानां न हि भवति विशेषः स्वप्रकाशोन्नतानाम् ॥ ४६ ॥
14,52,मरकतमणिवर्णे भूतधात्रीपुरन्ध्रया लसति जलधिवासस्यर्धलीनः क्षणार्धम् ।<BR> अरुणतरणिबिम्बच्छद्मना पद्मरागः कपिशकरकलापोल्लास्यभूत्प्रेक्षणीयः ॥ ४७ ॥
14,53,अवनिवनवनध्रुग्वायुखाहम्महत्सु प्रकृतिगुणसमेताव्याकृताकाश एकम् ।<BR> ततमतनुमनाः सोऽचिन्तयत्सत्समाधावसुरसुरनरेभ्यः सद्गुणं नाथमन्यम् ॥ ४८ ॥
14,54,व्यदधत परिदृष्टज्योतिषः साधु सान्ध्यं नियममवनिदेवा ज्योतिषोऽप्यावलोकात् ।
14,55,विहितमनुसरन्तो धर्मशास्त्रप्रवीणाः सवितरि सवितारं चिन्तयन्तस्त्रिलोक्याः ॥ ४९ ॥
14,56,विविदुरतितरां ये देवताः षोडशोक्ता हरहरिहयपूर्वान्त्याः कलाभेदतोऽस्य ।<BR> सुहुतमतिसृजन्तोऽग्न्याहितास्तेऽग्निहोत्रं व्यधुरुचितमपूर्वं येन गायत्रलोकः ॥ ५० ॥
14,57,विधुरयमकलङ्कः स्याद्यदि स्यादवश्यं ननु निजसहजायाः सुन्दरास्येन्दुकल्पः ।<BR> इति सुरललनाभिर्लालितः खेचरीभिः समधिकमधुरिम्णा पूर्णचन्द्रस्तदोदैत् ॥ ५१ ॥
14,58,इनविरहमसह्यं प्राप्य पद्मैः सचक्रैश्चिरमिह परितप्तं पूर्वतप्तैः सुतुष्टम् ।<BR> मृदुकुमुदचकोरैः पादसङ्गेन राज्ञः कमपि सकलहृद्यं कल्पयेन्नैव दैवम् ॥ ५२ ॥
14,59,दलितेन्द्रनीलमणिनीलविभ्रमं नवकुन्दकुड्मलसितद्विजावलि ।<BR> स्मितया नगोत्तमशिरस्सुजातया वनमालया सुरभिताशयाऽन्वितम् ॥ ५३ ॥
14,60,मृदुगामिविमानसम्पदो रमयत्सुस्मितगोपसुन्दरीः परितापविहीनमुज्ज्वलं सुततं सूक्ष्मतराम्बरं वरम् ॥ ५४ ॥
14,61,गोभिस्तमांस्यपनयन् गतिदं प्रजानामर्थान्तरं स भगवान् प्रकटीचकार ।<BR> सानन्दचिद्गुणगणं परिपूर्णसंविच्चन्द्रस्तु शब्दगुणमित्ययमेव भेदः ॥ ५५ ॥
15,1,भूयोबोधस्ततो भूयो व्याचख्यौ भाष्यमद्भुतम् ।<BR> ग्रामे ग्रामीणसामान्ये वसंस्तत्रामरालये ॥ १ ॥
15,2,परपक्षरथारूढं खरतर्कमहायुधम् ।<BR> त्रिविक्रमार्यं सोऽपश्यत् प्रतिवीरमिवाग्रतः ॥ २ ॥
15,3,तदा तदाननाम्भोजात् वृत्तोपन्यासभारती ।<BR> सेना सेनाग्रहा दिव्या शिबिरादिव निर्ययौ ॥ ३ ॥
15,4,नात्यत्वरा नातिरया नस्खलन्ती निरन्तरा ।<BR> अनानावयवेत्येव दवीयोभिः प्रतर्किता ॥ ४ ॥
15,5,सूत्रस्यन्दनवृन्दाढ्या दुर्वारश्रुतिवारणा ।<BR> सूपपत्तिमहापत्तिर्विचित्रस्मृतिसप्तिका ॥ ५ ॥
15,6,वर्धितोर्मिहरिप्रेष्ठा सुपयोधरसुस्वना ।<BR> सवितानप्रकाशार्था सागरी श्रीरिवापरा ॥ ६ ॥
15,7,पद्मेशपदपद्मश्रित्कृत्याङ्गं पद्मजन्मनः ।<BR> लालिता शिरसेशेन गङ्गेवाशेषपावनी ॥ ७ ॥
15,8,नारायणोऽनन्तगुणो ब्रह्माख्यो वेदवेदितः ।<BR> विश्वकर्तेति विश्वज्ञः श्रुत्या युक्त्याऽप्यसीषधत् ॥ ८ ॥
15,9,प्रधानमपराधीनं कारणं परिणामि यत् ।<BR> पयोवदिति चेत् साध्यवैकल्यं स्यान्निदर्शने ॥ ९ ॥
15,10,विवादाध्यासिता सृष्टिश्चेतनेच्छानुसारिणी ।<BR> सृष्टित्वात् पटसृष्टिर्वेत्यनुमा पक्षसाधिका ॥ १० ॥
15,11,यच्चेतनाचेतनयोरङ्गाङ्गित्वादि मन्वते ।<BR> सृष्टावीशानपेक्षायां तन्न शोभनतां व्रजेत् ॥ ११ ॥
15,12,सर्वविन्निर्मितं सर्वं कादाचित्कत्वहेतुतः ।<BR> न यदेवं नो तदेवं यथात्मेतीश्वरानुमा ॥ १२ ॥
15,13,बलाय सर्वानुमानां वेदाः स्युर्यैरपालिताः ।<BR> कामादेताः प्रवर्तन्ते कामिन्य इव भर्तृभिः ॥ १३ ॥
15,14,कारणं परिणामि स्याद् ब्रह्म नो चेतनत्वतः ।<BR> न यदित्थं नो तदित्थं यथा क्षीरपुरस्सरम् ॥ १४ ॥
15,15,न विश्वकृत् पशुपतिः श्रूयमाणागुणत्वतः ।<BR> चैत्रवत्किं पुनर्विघ्नब्रध्नाद्या बालशङ्किताः ॥ १५ ॥
15,16,ननु सौख्यादिमान् नेशो दुःखादिरहितत्वतः ।<BR> यो नैवं स्यात् स नैवं स्याद्यथा संसृतिमानिति ॥ १६ ॥
15,17,एवं चेद्विमतो ज्ञानी न भ्रान्तिरहितत्वतः ।<BR> य एवं नो स एवं नो भवीवेत्यनुमीयते ॥ १७ ॥
15,18,सर्वज्ञस्याज्ञतां वेदः श्रद्धेयो निरुणद्धि चेत् ।<BR> तस्यैवामन्दमानन्दं वदन्नाश्राव्यसौ कथम् ॥ १८ ॥
15,19,दुःखं परिजिहीर्षन् यः सुखं नाङ्गीचिकीर्षति ।<BR> स हन्तापतितं दुःखमीशस्य व्यस्मरज्जडः ॥ १९ ॥
15,20,यो दुःखसमवायोऽयं चैत्रे तेन ह्यभेदवान् ।<BR> समवायः कश्चिदीशे तदनेकत्वमन्यथा ॥ २० ॥
15,21,औपाधिकोऽस्य भेदश्चेत् सत्योऽसत्यः स्विदुच्यताम् ।<BR> तद्द्वयं चोक्तदोषं हि मायिवन्मा वदेत्परम् ॥ २१ ॥
15,22,ब्रूयुरौपाधिकं भेदं ज्ञानादीनां यदात्मनः ।<BR> नीत्याऽनया तन्निरासात् स्यात् तस्यानन्तधर्मिता ॥ २२ ॥
15,23,गुणादिभेदे सम्बन्धमपेक्ष्याप्यनवस्थितेः ।<BR> विशेषमात्रेणानन्त्यं गुणानां शोभते विभोः ॥ २३ ॥
15,24,मन्यन्ते शून्यमेवान्ये तत्त्वमागमवैरिणः ।<BR> मता माध्यमिकास्तेऽपि व्यक्ताश्छन्ना इति द्वये ॥ २४ ॥
15,25,शून्यं ब्रह्माह्वयेनाहुः स्वांश्च वेदान्तिनोऽभ्यधुः ।<BR> अतत्त्वावेदकं वेदं वदन्तश्चरमे खलाः ॥ २५ ॥
15,26,परतत्त्वविवर्तत्वादपरस्याखिलस्य च ।<BR> अविशेषत्वतश्चास्य नान्तरन्तरमेतयोः ॥ २६ ॥
15,27,अखण्डखण्डनन्यायानखण्डमपि खण्डयन् ।<BR> अखण्डयदखण्डज्ञो द्वयांश्चाखण्डलद्विषः ॥ २७ ॥
15,28,विमतं कारणं न स्यादसत्वान्न यदीदृशम् ।<BR> नेदृशं तद्यथा कुम्भकर्तेत्यत्रानुमीयते ॥ २८ ॥
15,29,अहो तापस नो शून्यं कारणं कुम्भकर्तृवत् ।<BR> यत् संवृत्युत्थितं विश्वं तत् कारणमितीर्यते ॥ २९ ॥
15,30,एवं चेत् कारणं मा स्म ब्रवीः शून्यं कथञ्चन ।<BR> आयुष्मंस्तदधिष्ठानं व्युत्पित्सस्व गुरोर्गृहे ॥ ३० ॥
15,31,विवादस्य पदं न स्यादधिष्ठानमसत्त्वतः ।<BR> वैधर्म्येणैष दृष्टान्तः शुक्त्यादिवदितीर्यते ॥ ३१ ॥
15,32,अतत्त्वावेदकं मानमिति स्वव्याहतं यतः ।<BR> तद्वादी तेन वेदस्य सोऽभिप्रैत्यप्रमाणताम् ॥ ३२ ॥
15,33,यं तत्त्वावेदकं वेद वेदान्तं वेददूषकः ।<BR> तत्त्वस्यावर्णनीयत्वात् स तत्त्वावेदकः कथम् ॥ ३३ ॥
15,34,लक्षणाभिः प्रवर्तन्ते वाक्यानि तिसृभिर्यदि ।<BR> विषयत्वं लक्षणानां तस्यैवानिष्टमागतम् ॥ ३४ ॥
15,35,किञ्चाखण्डेऽत्र वाक्यानि किञ्चिद्विदधते न हि ।<BR> तान्यभ्यधुरभावं चेज्जाड्यादेस्तन्न शोभते ॥ ३५ ॥
15,36,अभावभावस्याभावाद्भावरूपस्य तस्य तु ।<BR> भावाभावविशेषाणामभावादविशेषिणः ॥ ३६ ॥
15,37,यो वेदवेदितार्थानां नित्यं सन्त्यागसंश्रवी ।<BR> वेदबाह्यो विपश्चिद्भिराष निश्चीयतां ततः ॥ ३७ ॥
15,38,ज्यायसो दूषणेनैव धूर्तंमन्योऽपि दूषितः ।<BR> पक्षयोरविशेषत्वादेतयोः सद्विपक्षयोः ॥ ३८ ॥
15,39,असत्त्वादित्यसौ हेतुरसिद्धो ब्रह्मवादिनः ।<BR> मेति भाण्यविशेषत्वात् तत्त्वायोर्ब्रह्मशून्ययोः ॥ ३९ ॥
15,40,सोऽङ्गीकरोति चेत् सत्त्वं ब्रह्मणः स्याद्विशेषिता ।<BR> न चेत् प्राप्तं पारिशेष्यादसत्त्वं न निरस्यतु ॥ ४० ॥
15,41,विगीतं न विचार्यं स्यात् न भाव्यं न फलप्रदम् ।<BR> शून्यं ब्रह्माद्यमद्वैतं विधिधीगोचरो न यत् ॥ ४१ ॥
15,42,खपुष्पवदखण्डत्वाद्य्वतिरिक्तं निदर्शनम् ।<BR> प्रमाणादिवदित्येवमूहनीयं यथेप्सितम् ॥ ४२ ॥
15,43,आम्नायानाममानत्वे धर्मादेरप्रमाणता ।<BR> धर्माद्यभावे नो मानं प्रत्यक्षैकप्रमाणिनः ॥ ४३ ॥
15,44,न पौरुषेयं वचनं प्रामाण्येन विनिश्चितम् ।<BR> पौरुषेयत्वतो यद्वद्वाक्यमुन्मत्तभाषितम् ॥ ४४ ॥
15,45,विमतः पुरुषोऽज्ञः स्यात् स्याच्चासौ विप्रलम्भकः ।<BR> पुंस्त्वाच्चैत्रवदित्यस्ताः सार्वज्ञे केवलानुमाः ॥ ४५ ॥
15,46,दुःखीकरोति यद्दैवं दुःशास्त्रेषूग्र आग्रहः ।<BR> दुःखाकरोऽतिघोरः स्याल्लोकोऽतस्तद्वतां ध्रुवः ॥ ४६ ॥
15,47,आस्माकेऽपेक्षिते पक्षे मोक्षं दद्यादधोक्षजः ।<BR> यत्र स्वानन्दिनः सन्तः सेवन्ते विषयान् बहून् ॥ ४७ ॥
15,48,स्वव्याहत्यादिनोपेक्ष्य मुक्तिर्या निर्विशेषता ।<BR> कदेत्याद्यनुयोगेऽस्या विशेषः स्यान्ननूत्तरे ॥ ४८ ॥
15,49,अपि बुद्ध््या्दिरहितः पुरुषार्थी न सर्वथा ।<BR> निखिलानुभवाभावात् पुत्तलीकापुरोगवत् ॥ ४९ ॥
15,50,ज्ञानप्रयत्नवाञ्छावानीशो न ह्यशुभं व्रजेत् ।<BR> स्वसामर्थ्येन तेनैव तं च कुर्यात् स तादृशम् ॥ ५० ॥
15,51,दुःखव्याप्तं सुखं बद्धे दृष्ट्वा मुक्तेर्निरस्यता ।<BR> स्वरूपं च निरस्येत शून्यवादी तदा भवेत् ॥ ५१ ॥
15,52,ननु विप्रतिपन्नः स्यादूर्मिमान् देहवत्त्वतः ।<BR> चैत्रो यथेत्युपाधिः स्यादत्र चाशुद्धदेहिता ॥ ५२ ॥
15,53,अनैकान्तिकता हेतोर्देहवत्त्वादधीशितुः ।<BR> सोऽदेहश्चेदनिच्छादिर्भवेच्छशविषाणवत् ॥ ५३ ॥
15,54,ज्ञात्रादिरूपमस्य स्याद्वैलक्षण्याय चेत्ततः ।<BR> तदेव देहशब्दोक्तं न ह्यसौ प्राकृताकृतिः ॥ ५४ ॥
15,55,एवं स्वरूपदेहत्वं मुक्तस्याप्युररीकृतम् ।<BR> नानिष्टभोगस्तेन स्यात् प्राकृतक्षेत्रसम्भवः ॥ ५५ ॥
15,56,विमतो नावयववान् विनाशित्वप्रसङ्गतः ।<BR> पटवच्चेदवयवा निरस्यन्तेऽत्र कीदृशाः ॥ ५६ ॥
15,57,सिद्धसाधनता हेतोस्ते भिन्नाश्चेदचिन्मयाः ।<BR> आत्मनो भेदरहिता एष्टव्या एव वादिभिः ॥ ५७ ॥
15,58,परमाण्वादिदेशेषु व्याप्त्यै व्यामादिकेष्वपि ।<BR> यथाऽऽत्मनः प्रदेशाः स्युस्तेषां नोऽवयवास्तथा ॥ ५८ ॥
15,59,मुक्तो रूपादिवित् सत्वाज्जडान्यत्वे सतीशवत् ।<BR> दृष्टान्तोऽसाध्यविकलस्तस्य सर्वज्ञताग्रहात् ॥ ५९ ॥
15,60,ईश्वरो न सुखी तेन रूपाद्यनुभवन्नपि ।<BR> दुःखप्रसङ्गादिति मा वादि तद्य्वाप्तिदूषणात् ॥ ६० ॥
15,61,दृष्टान्तो यस्य नेष्टोऽयं तस्य स्याद्य्वतिरेकवान् ।<BR> शिलावदित्यतः शुद्धचिद्देहेन्द्रियभोग्यसौ ॥ ६१ ॥
15,62,स्वानन्दविषये मोक्षे वेदोक्ते युक्तिसाधिते ।<BR> द्वेषोऽयं वादिनां कस्मात् तद्विरुद्धेऽथवाऽऽग्रहः ॥ ६२ ॥
15,63,ततः स्वतः प्रमाणेन देवो वेदेन वेदितः ।<BR> विष्णुर्मोक्षादिदातेति विश्वं भवति शोभनम् ॥ ६३ ॥
15,64,इत्यादीन् दर्शयन्त्यर्थान् व्याख्योपन्याससंयुता ।<BR> त्रिविक्रमार्येण तदा विश्वाभिज्ञस्य शुश्रुवे ॥ ६४ ॥
15,65,अथ प्रायुङ्क्त विविधान् बोधचापगुणेरितान् ।<BR> विपक्षयुक्तान् वीर्येण तीक्ष्णांस्तर्कशरानसौ ॥ ६५ ॥
15,66,चिच्छेदातुच्छधिषणस्तांस्तदा तर्कसायकैः ।<BR> प्रयुक्तमात्रान् प्रहसन् लीलयाऽतिशयालुभिः ॥ ६६ ॥
15,67,अधार्याणीतरजनैरनिवर्त्यानि पूरुषैः ।<BR> विजिगीषुर्द्विजश्रेष्ठो वेदास्त्राणि प्रयुक्तवान् ॥ ६७ ॥
15,68,वाक्यैरतिबलीयोभिः प्रत्यस्त्रैरिव वैदिकैः ।<BR> अर्थान्तरं प्रकटयंस्तान्यसौ सन्न्यवर्तयत् ॥ ६८ ॥
15,69,सप्ताष्टानि दिनान्येवं वादं कृत्वा सहामुना ।<BR> निरुत्तरं तं निश्चोद्यं चक्रे चक्रायुधप्रियः ॥ ६९ ॥
15,70,प्रणम्याचष्ट शिष्टोऽसौ क्षम्यतां नाथ चापलम् ।<BR> पदपद्मरजोदास्यं ध्रुवं मे दीयतामिति ॥ ७० ॥
15,71,व्याख्यां भाष्यस्य भूयोधीः श्रवणं सूरिनन्दनः ।<BR> सन्तः प्रीतिमसन्तोऽन्यां सममारेभिरे ततः ॥ ७१ ॥
15,72,गुर्वाज्ञागौरवाट्टीकां कुर्वन् भाष्यस्य दुष्कराम् ।<BR> षडर्धविक्रमार्योऽसौ महाचार्यमवोचत ॥ ७२ ॥
15,73,कवीन्द्रैर्न समाप्यन्ते सङ्गृह्यापि यतोऽनिशम् ।<BR> न्यायरत्नानि भाष्याब्धेरस्य गाम्भीर्यमद्भुतम् ॥ ७३ ॥
15,74,दशोपनिषदो देवीर्देवा इव समीप्सिताः ।<BR> युक्ताः प्रसादयन्त्यर्था एषु भाष्यालयेष्वलम् ॥ ७४ ॥
15,75,गीतातात्पर्यभाष्याभ्यामाभ्यां विश्वं प्रकाश्यते ।<BR> गोगणैरप्रतीकारैरर्केन्दुभ्यामिवाधिकम् ॥ ७५ ॥
15,76,इतिहासपुराणाब्धेर्भवच्चित्ताद्रिलोडितात् ।<BR> जातां भारततात्पर्यसुधां कः सन्न सेवते ॥ ७६ ॥
15,77,पुराणस्थानपान्थानामभाषात्रयवेदिनाम् ।<BR> भवता सुसखा चक्रे श्रीभागवतनिर्णयः ॥ ७७ ॥
15,78,कस्तन्त्रसारं सम्प्राप्य न स्यात् पर्याप्तवाञ्छितः ।<BR> अमरैराश्रितच्छायं कल्पद्रुममिवोत्तमम् ॥ ७८ ॥
15,79,लोकानामवलोकाय मार्गस्यास्य व्यधाद्भवान् ।<BR> करुणाकर नेत्राभे वादसन्मानलक्षणे ॥ ७९ ॥
15,80,एकाकी किल यश्चक्रे पदं मौलिषु विद्विषाम् ।<BR> तत्त्वनिर्णयपार्थोऽयं केन नाम न पूज्यते ॥ ८० ॥
15,81,वादादयः प्रकरणस्फुलिङ्गास्तनवोऽप्यलम् ।<BR> विपक्षकक्षं क्षिण्वन्ति मारुतेन त्वयेरिताः ॥ ८१ ॥
15,82,अनन्तोऽर्थः प्रकटितस्त्वयाऽणौ भाष्यसंग्रहे ।<BR> अहो आत्मपरिज्ञप्त्यै कृष्णेनेवाननान्तरे ॥ ८२ ॥
15,83,भगवंश्चित्रकवितां लौकिकीं दर्शयन् किल ।<BR> गोप्यं भारतसंक्षेपमकृथा विश्वविस्मयम् ॥ ८३ ॥
15,84,नानासुभाषितस्तोत्रगाथादिकृतिसत्कृतीः ।<BR> त्वयि रत्नाकरे रत्नश्रेणीर्वा गणयन्ति के ॥ ८४ ॥
15,85,एषु दभ्रमतीन् दभ्रान् हसत्युच्चैः सतां सभा ।<BR> चिन्तामणींश्चिन्तयन्ती मितानप्यमितार्थदान् ॥ ८५ ॥
15,86,अपरोऽपीष्यतेऽस्माभिर्ग्रन्थेष्वेतेषु सत्स्वपि ।<BR> सत्स्वपीन्द्रादिषु पुरा तारकारिरिवामरैः ॥ ८६ ॥
15,87,ग्रन्थेभ्य एभ्योऽगाधेभ्यो युक्तयो नो दुरुद्धराः ।<BR> मनोमान्द्यात्ततो ग्रन्थं व्यक्ततर्कततिं कुरु ॥ ८७ ॥
15,88,इत्यर्थितो व्यधान्मध्वः सोऽनुव्याख्यां सतां सुधाम् ।<BR> दुर्वादिगर्वाद्रिपविं मायिध्वान्तरविद्युतिम् ॥ ८८ ॥
15,89,युगपद्रचयन्नेनां कदाचित् स निरन्तरम् ।<BR> चतुरश्चतुरः शिष्यान् लीलयाऽलेखयत् खलु ॥ ८९ ॥
15,90,युक्ताया युक्तिमालायाः प्रोक्तायास्तत्र चात्मना ।<BR> व्यक्तं चक्रे विवरणं कवीन्द्रैरेष दुष्करम् ॥ ९० ॥
15,91,मध्वेन्दोर्नित्यसम्बन्धान्निस्तमस्तापचेतसोः ।<BR> वैकुण्ठं यातयोः पित्रोर्गृहेऽस्यावरजोऽवसत् ॥ ९१ ॥
15,92,विधिभ्रूविभ्रमभ्रश्यद्धनगोधान्यसम्पदा ।<BR> निर्वेदिना वेदविदा तेनापे वेदवादिराट् ॥ ९२ ॥
15,93,पारिव्राज्यं प्रार्थयन्तं पादानम्रमिमं मुहुः ।<BR> समयापेक्षयोर्वीक्षो गमयामास धाम तम् ॥ ९३ ॥
15,94,न जघास न सुष्वाप न जहास स धीरधीः ।<BR> समयार्थी स्मरन् ज्येष्ठं रामं रामानुजो यथा ॥ ९४ ॥
15,95,राज्ये कथञ्चिन्निक्षिप्य राजानं विरहार्दितम् ।<BR> अवतारभुवं प्रायाद्भगवाञ्छरदत्यये ॥ ९५ ॥
15,96,विशुद्धद्विकुलं श्रौतं शुचिं कृतपितृक्रियम् ।<BR> विरक्तं विषयान् भुक्त्वा व्यधान्मध्वोऽनुजं यतिम् ॥ ९६ ॥
15,97,रहस्यतिरहस्यं तद्ब्रह्म ब्रह्मसमो ददौ ।<BR> अमुष्मै पञ्चतपसो न विदुर्यत्तपस्विनः ॥ ९७ ॥
15,98,प्रेमामृतप्रसन्नास्यस्मिताङ्गापाङ्गपूर्वकम् ।<BR> श्रीविष्णुतीर्थनामास्मै प्रीतितीर्थः प्रदत्तवान् ॥ ९८ ॥
15,99,श्रवणेनानुवादेन मननेनावृथाऽकरोत् ।<BR> कालं वेदान्तशास्त्रस्य वेदान्तगुरुसोदरः ॥ ९९ ॥
15,100,स दान्तिभक्तिमाधुर्यपरिचर्यादिमेदुरैः ।<BR> महाविटपिनं चक्रे गुरोः स्वस्थं कृपांकुरम् ॥ १०० ॥
15,101,अनन्तमतिकारुण्यकल्पद्रुमवतो जनैः ।<BR> अवर्ण्यो महिमा तस्य लौल्यात् संवर्ण्यते मनाक् ॥ १०१ ॥
15,102,चतुरोऽसौ प्रवचने मनुसंसिद्धिमान्मनः ।<BR> संख्या मां पूरणी मागान्मध्वदासमिति व्यधात् ॥ १०२ ॥
15,103,दिशं प्रयान्तं शशिनश्चरन्तं भुव्यशोधयत् ।<BR> तीर्थकं विष्णुतीर्थं च विष्णुतीर्थश्च तीर्थकम् ॥ १०३ ॥
15,104,अकामानामनेकेषां सिद्धिभूमिं तपस्विनाम् ।<BR> तिरोहितात्मा प्रापासौ हरिश्चन्द्रमहीधरम् ॥ १०४ ॥
